text,label
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",positive
The value of this kind of order amounts usually between Euro 2 and 3 million .,neutral
Uponor improved its performance in spite of the decrease in residential construction in the US .,positive
The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .,neutral
"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",neutral
"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .",positive
"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",positive
"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",negative
To see a slide show of all the newest product releases from Fiskars .,neutral
`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',positive
Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,positive
"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .",neutral
"` Sanoma is a buyer not a target , ' he said .",neutral
"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",negative
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",neutral
"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",negative
"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier .",negative
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",positive
"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights .",neutral
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,positive
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",negative
"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",negative
Finnish Bank of àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,positive
"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .",positive
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",negative
"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management .",positive
"The businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers .",neutral
"ADPnews - Dec 23 , 2009 - Norwegian financial services group SpareBank 1 Gruppen AS OSL : SBGRP said its board of directors appointed today Jarle Haug managing director of its claims collection subsidiary SpareBank 1 Gruppen Finans",neutral
The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at .,neutral
The plant is expected to enter commercial operation by mid-2009 .,neutral
"The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .",positive
"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .",neutral
"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .",neutral
"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 .",positive
"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",neutral
The total value of the deliveries is some EUR65m .,neutral
"In this way , the industry 's starting point has been the consumers ' needs .",neutral
The deal is subject to approval by the Norwegian competition authorities .,neutral
"Fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , Wartsila Corporation .",neutral
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,neutral
"ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",negative
Finnish publishing and printing group Ilkka-Yhtymñ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,neutral
"Besides , as there is no depositor preference in Finland , senior debt and deposits rank on a par , which is also taken into consideration , the agency added .",neutral
Danske Bank is Denmark 's largest bank with 3.5 million customers .,neutral
"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",neutral
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,positive
"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",neutral
"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",negative
( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ),neutral
"Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .",neutral
Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,positive
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein .",neutral
"The closing of the transaction is scheduled to take place on January 10 , 2008 .",neutral
"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",neutral
Sales of mid-strength beer decreased by 40 % .,negative
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",positive
"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .",neutral
"To see more of New Haven Register , or to subscribe to the newspaper .",neutral
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",positive
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",negative
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,negative
The value of the order is EUR 2.5 mn .,neutral
"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .",neutral
"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .",neutral
This will bring cost savings of about EUR 3mn a year .,positive
Elcoteq SE is listed on the Nasdaq OMX Helsinki Ltd. .,neutral
UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,negative
"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February .",positive
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,negative
"The Division also includes joint sales , marketing and controlling functions for these units .",neutral
"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",positive
This new partnership agreement represents a significant milestone for both parties .,positive
"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .",neutral
"The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will finish by the end of the year .",neutral
"Changes being announced today will be effective after the close of trading on Friday , June 19 , 2009 .",neutral
"Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space .",neutral
"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .",neutral
"The total restructuring costs are expected to be about EUR 30mn , of which EUR 13.5 mn was booked in December 2008 .",neutral
"The payment date is March 25 , 2010 .",neutral
Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe .,neutral
"Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 .",positive
"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",negative
Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor .,neutral
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .",negative
The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .,neutral
"Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009 .",positive
The front surfaces of these valve plates are directed towards each other .,neutral
Sales of security and system packaging increased slightly .,positive
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",negative
"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",negative
"The total size of the complex is around 25,000 m2 and the project will be constructed in stages .",neutral
The presentation material can be viewed on the company 's website in English after the conference .,neutral
"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",positive
Subscription sales decreased slightly .,negative
Talentum 's net sales in September were smaller than expected .,negative
"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",positive
"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",negative
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,neutral
"rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila .",neutral
Net sales grew in the period to x20ac 402 million $ 585US million from x20ac 401 million in 2006 .,positive
Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . '',neutral
"Finnish Bank of àland reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",negative
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",positive
"The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium .",neutral
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters .",positive
"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .",positive
Le Lay succeeds Walter Gnter and will be based in Finland .,neutral
The Moscow Metro ( ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 .,neutral
"Net profit in the three months through March 31 fell to ( x20ac ) 103 million ( US$ 165 million ) from ( x20ac ) 131 million a year earlier , the Finnish company said .",negative
"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",positive
The company will propose a dividend of EUR0 .12 per share for 2008 .,neutral
Performance in the second half of 2009 exceeded expectations .,positive
The deal will have no significant effect on the acquiring company 's equity ratio .,neutral
The operating margin came down to 2.4 % from 5.7 % .,negative
"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .",positive
"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",neutral
"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .",positive
Scanfil issued a profit warning on 10 April 2006 .,negative
"The order includes a new Crecent former , headbox , and reel .",neutral
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive
The report contains category level company and brand share as well as distribution share information for 2007 and 2008 .,neutral
"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",positive
`` The issues identified by Stonesoft affect a range of content inspection technology .,neutral
"When completed , the 120-meter Watchtower will be the highest building in Ireland .",neutral
"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .",neutral
"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .",neutral
"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009",neutral
The profit after taxes was EUR 57.7 11.1 million .,neutral
"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .",positive
No financial details of the deployment were disclosed .,neutral
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",positive
"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .",negative
"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",neutral
The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,neutral
"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said .",neutral
"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .",neutral
"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China .",neutral
All depends on financing .,neutral
"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .",neutral
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,negative
"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .",neutral
Technopolis has approximately 130 customer companies in Jyvaskyla .,neutral
The company reiterates its outlook for 2009 .,neutral
`` This could be us .,neutral
Production is scheduled to start by the end of April 2007 .,neutral
"U.S.-based T Corp. is in talks with Scandinavian telecoms company TeliaSonera to sell its stake in Uzbek cellular operator Coscom , an executive at Coscom told Interfax .",neutral
The increase range will vary up to 10 % .,neutral
"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa .",neutral
Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,neutral
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .",neutral
"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .",neutral
The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .,negative
"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze .",neutral
Panostaja did not disclose the purchase price .,neutral
"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .",positive
The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,neutral
Reported operating margin was a negative 5.9 % .,negative
"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",negative
"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .",negative
"The Stena Poseidon is a so-called Panamax tanker , designed to be able to pass through the narrow passages in the Panama Canal 's locks .",neutral
The shares represented 4.998 % of total share capital and 2.14 % of total voting rights .,neutral
"Tyrvaan Sanomat , published twice a week by Tyrvaan Sanomat Oy , appears in Sastamala and Kiikoinen .",neutral
"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .",neutral
The phones are targeted at first time users in growth markets .,neutral
"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRVääN SANOMAT PURCHASE CONFIRMED The business operations of Tyrvññn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .",neutral
They will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum .,neutral
The group 's 12-month operating profit grew 31 percent to 337.8 million euros .,positive
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",positive
Registration is required .,neutral
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",negative
"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",neutral
What would you like to see changed on Nokia 's next attempt ?,neutral
"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",neutral
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,positive
"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",positive
"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .",positive
"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .",neutral
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",positive
Halonen 's office acknowledged receiving the letter but declined comment .,neutral
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,neutral
"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .",neutral
"In Finland , the Bank of àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",negative
Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007 .,positive
No changes regarding the Virala Oy Ab s ownership of shares of Tiimari has taken place .,neutral
4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc. .,neutral
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,neutral
Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .,positive
"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",positive
We offer our customers solutions based on renewable raw materials .,neutral
`` There is no room to modify the share component as we have already indicated . '',neutral
Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia .,positive
"- Inge Larsen (CFO), 29,045 shares , representing 0.50 % of the share capital .",neutral
The new location is n't the only change Wellmont has in store for its air transport service .,neutral
Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy .,neutral
Activities range from the development of natural resources to the retailed marketing of finished products .,neutral
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive
The transaction is expected to be finalized by Dec 2009 .,neutral
The size of a cider bottle will remain unchanged .,neutral
"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",negative
"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",neutral
The transaction is expected to be completed next spring .,neutral
"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .",positive
"Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 .",neutral
"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",negative
"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported .",neutral
"At this growth rate , paying off the national debt will be extremely painful .",negative
"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services .",positive
The negotiations will concern the plant 's department producing winded roving that employs 10 people .,neutral
"The Group 's business sectors are Building Construction , Infrastructure Construction , Technical Building Services , and Building Products .",neutral
UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,neutral
The investment would be some EUR5m .,neutral
"However , the broker gave an `` outperform '' recommendation on the stock .",positive
"Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure .",positive
"Elcoteq 's Electronics Manufacturing Services ( EMS ) Business Segment serves customers globally in Engineering , Manufacturing and Fulfillment services .",neutral
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics .",neutral
"The final price will be specified by 14 May 2010 , the acquiring company said .",neutral
"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier .",positive
The event can also be viewed as a live webcast at .,neutral
"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .",positive
It is expected to be online by 2011 .,neutral
The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,neutral
"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday .",positive
"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .",neutral
"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",negative
"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .",neutral
"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with Lñnnen Tehtaat 's other businesses .",neutral
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral
"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .",neutral
Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,negative
"The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005 .",positive
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,neutral
"The company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing .",neutral
"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use .",neutral
"The Annual Report will be sent automatically to shareholders holding at least 2,000 Sampo plc shares .",neutral
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",negative
"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland .",neutral
"OTHER North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .",neutral
Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland .,neutral
Elcoteq has a global network of After Market Service sites which have a long experience in serving Consumer Electronics and Systems Solutions customers .,neutral
"The sellers include 40 shareholders , including Intellibis management , employees and other investors .",neutral
"External net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices .",negative
"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .",positive
The company may at any time have in its possession one tenth of all its shares at the maximum .,neutral
Finnish Bank of àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,negative
"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products .",neutral
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",positive
The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007 .,positive
"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .",neutral
"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",negative
He will report to CapMan Plc 's CEO Heikki Westerlund .,neutral
"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",neutral
